aa,aa,aaa 0.974
serv,serve,served 0.999
serv,serve,server 0.999
serv,serve,servers 0.999
serv,serve,serves 0.999
serv,serve,servicable 1.000
serv,serve,service 0.999
serv,serve,services 0.999
serv,serve,serving 0.999
serv,served,server 1.000
serv,served,serves 0.999
serv,served,service 0.997
serv,served,serviced 1.000
serv,served,services 0.998
serv,served,serving 0.997
serv,server,servers 0.993
serv,server,serves 1.000
serv,server,service 1.000
serv,server,services 0.999
serv,server,serving 1.000
serv,servers,service 1.000
serv,servers,services 1.000
serv,serves,service 0.999
serv,serves,services 0.999
serv,serves,serving 1.000
serv,service,serviced 1.000
serv,service,services 0.995
serv,service,serving 0.999
serv,serviced,services 0.999
serv,services,serving 1.000
servalin,servalina,servaline 0.500
servicem,serviceman,servicemen 0.909
servit,servitor,servitoris 0.750
servo,servo,servos 0.800
sery,serie,series 1.000
sery,series,serious 0.999
sery,series,seriously 1.000
sess,session,sessions 0.980
set,set,sets 0.997
set,set,setter 1.000
set,set,setting 0.997
set,set,settings 0.999
set,sets,setting 0.999
set,setting,settings 0.998
seto,seto,setos 0.667
seton,seton,setons 0.917
settl,settle,settled 0.997
settl,settle,settlement 0.994
settl,settle,settling 0.994
settl,settled,settlements 0.998
settl,settled,settler 0.999
settl,settled,settlers 0.996
settl,settled,settling 0.999
settl,settlement,settlements 0.994
settl,settlement,settlers 0.997
settl,settlement,settling 0.999
settl,settlements,settlers 0.999
settl,settlements,settling 0.999
settl,settler,settlers 0.993
settl,settlers,settling 0.997
seur,seurat,seurats 0.833
sev,seven,sevens 1.000
sev,seven,several 0.999
sev,seven,severe 1.000
sev,seven,severely 1.000
sev,seven,severity 1.000
sev,several,severe 0.999
sev,several,severed 1.000
sev,several,severely 1.000
sev,several,severity 1.000
sev,severe,severely 0.999
seventeen,seventeen,seventeenth 0.980
sew,sewer,sewers 0.981
seward,seward,sewards 0.900
sewel,sewell,sewells 0.900
sex,sex,sexed 0.999
sex,sex,sexes 0.999
sex,sex,sexual 0.989
sex,sex,sexuality 0.992
sex,sex,sexually 0.995
sex,sexes,sexually 0.996
sex,sexual,sexuality 0.993
sex,sexual,sexually 0.987
sex,sexuality,sexually 0.983
shad,shade,shaded 0.994
shadow,shadow,shadows 0.979
shadowhawk,shadowhawk,shadowhawks 0.500
shaft,shaft,shafted 0.971
shaftesbury,shaftesbury,shaftesburys 0.833
shah,shah,shahi 0.977
shahr,shahr,shahran 0.667
shaikh,shaikh,shaikhs 0.833
shak,shake,shaker 0.995
shakespear,shakespeare,shakespeares 0.986
shakespear,shakespeare,shakespears 0.980
shannon,shannon,shannons 0.980
shantry,shantry,shantrys 0.500
shap,shape,shaped 0.997
shap,shape,shapes 0.994
shap,shaped,shapeism 0.998
shap,shaped,shapes 0.998
shar,share,shared 0.999
shar,shared,shares 0.998
shardik,shardik,shardiks 0.500
sharehold,shareholder,shareholding 0.955
sharp,sharp,sharper 0.998
sharp,sharpe,sharpes 0.993
shashin,shashin,shashins 0.667
shat,shatter,shatters 0.933
shay,shay,shays 0.952
she,she,sheer 1.000
she,she,shes 0.998
sheen,sheen,sheens 0.900
sheet,sheet,sheets 0.991
shel,shell,shells 0.991
sheldon,sheldon,sheldons 0.889
shelley,shelley,shelleys 0.957
shepherd,shepherd,shepherds 0.984
sheriff,sheriff,sheriffs 0.925
shi,shi,shia 0.994
shield,shield,shields 0.996
shift,shift,shifted 0.991
shift,shift,shifting 0.992
shift,shift,shifts 0.992
shift,shifted,shifts 0.994
shiit,shiite,shiites 0.500
shin,shin,shins 0.995
shing,shingen,shingens 0.933
shino,shino,shinos 0.667
shinsengum,shinsengumi,shinsengumis 0.667
ship,ship,shipments 0.999
ship,ship,shipped 0.999
ship,ship,shipping 0.998
ship,ship,ships 0.976
ship,shipping,ships 0.993
shipbuild,shipbuilder,shipbuilding 0.962
shipbuild,shipbuilders,shipbuilding 0.967
shipyard,shipyard,shipyards 0.909
shirt,shirt,shirts 0.958
shito,shito,shitos 0.500
shiv,shiva,shivan 0.987
sho,shoe,shoes 0.995
shock,shock,shocked 0.997
shock,shock,shocker 0.996
shoemak,shoemaker,shoemakers 0.875
shogakuk,shogakukan,shogakukans 0.500
shoot,shoot,shooter 0.997
shoot,shoot,shooting 0.991
shoot,shoot,shoots 0.997
shoot,shooter,shooters 0.985
shoot,shooter,shooting 0.997
shoot,shooters,shooting 0.994
shoot,shooting,shoots 0.998
shootout,shootout,shootouts 0.875
shop,shop,shopping 0.999
shop,shop,shops 0.996
shop,shoppers,shopping 0.994
shop,shoppers,shops 0.996
shop,shoppes,shopping 0.997
shop,shopping,shops 0.984
shor,shore,shores 0.995
short,short,shortages 1.000
short,short,shorten 1.000
short,short,shortened 1.000
short,short,shorter 0.999
short,short,shortly 0.999
short,short,shorts 0.999
short,shortened,shortly 0.999
short,shortly,shorts 0.999
shortcom,shortcoming,shortcomings 0.875
shot,shot,shots 0.991
shot,shot,shotte 0.999
should,should,shouldered 0.999
should,shoulder,shoulders 0.980
shout,shouting,shouts 0.963
show,show,showed 0.998
show,show,showing 0.997
show,show,shows 0.988
show,showed,showing 0.998
show,showed,shows 0.999
show,shower,shows 0.999
show,showing,showings 0.999
show,showing,shows 0.998
shu,shu,shus 0.938
shuffl,shuffle,shuffling 0.944
shug,shugi,shugis 0.500
shut,shut,shuts 0.997
shutout,shutout,shutouts 0.909
sibyl,sibyl,sibyls 0.929
sic,sici,sicor 0.875
sid,side,sided 1.000
sid,side,sides 0.998
sid,sided,sides 0.999
sidearm,sidearm,sidearms 0.667
sideswip,sideswipe,sideswipes 0.500
sieg,siege,sieged 0.995
sieg,siege,sieges 0.991
sien,siena,siene 0.944
sigh,sighing,sighs 0.933
sight,sight,sighting 0.995
sight,sight,sightings 0.995
sight,sighted,sightings 0.981
sight,sighting,sightings 0.972
sign,sign,signage 0.999
sign,sign,signals 1.000
sign,sign,signatories 1.000
sign,sign,signature 1.000
sign,sign,signatures 1.000
sign,sign,signed 1.000
sign,sign,significant 1.000
sign,sign,signing 0.999
sign,sign,signs 0.999
sign,signage,signs 1.000
sign,signal,signaling 0.998
sign,signal,signals 0.998
sign,signal,significant 1.000
sign,signaling,signals 0.998
sign,signaling,significant 1.000
sign,signals,significantly 1.000
sign,signals,signum 0.999
sign,signatories,signatory 0.994
sign,signatories,signature 0.999
sign,signatories,signatures 0.998
sign,signatories,signed 1.000
sign,signature,signatures 0.998
sign,signature,signed 1.000
sign,signature,significant 1.000
sign,signature,signing 0.999
sign,signatures,signed 1.000
sign,signatures,significantly 1.000
sign,signed,signer 1.000
sign,signed,significant 1.000
sign,signed,significantly 1.000
sign,signed,signing 0.998
sign,signed,signings 1.000
sign,signed,signs 1.000
sign,significance,significant 1.000
sign,significance,signified 0.999
sign,significant,significantly 1.000
sign,significant,signing 1.000
sign,significantly,signified 1.000
sign,signify,signifying 0.996
sign,signing,signs 1.000
sigvard,sigvard,sigvards 0.500
sikh,sikh,sikhism 0.979
sikh,sikh,sikhs 0.944
sikh,sikhism,sikhisms 0.944
sikh,sikhism,sikhs 0.967
sikh,sikhisms,sikhs 0.958
sikorsky,sikorsky,sikorskys 0.800
sil,silence,silent 1.000
sil,silence,silly 0.999
sil,silent,silents 0.999
siles,silesia,silesian 0.944
siles,silesia,silesians 0.938
silicon,silicon,silicone 0.967
siljand,siljander,siljanders 0.500
siluriform,siluriform,siluriformes 0.600
sim,sim,sims 0.997
sim,sim,simulation 0.998
sim,simulate,simulation 0.998
sim,simulation,simulator 0.998
sim,simulator,simulators 0.992
simco,simcoe,simcoes 0.923
simenon,simenon,simenons 0.500
simil,similar,similarities 1.000
simil,similar,similarity 0.999
simil,similar,similarly 1.000
simil,similarities,similarity 0.995
simil,similarities,similarly 0.997
simon,simon,simons 0.999
simon,simone,simones 0.971
simpl,simple,simpler 1.000
simpl,simple,simplicity 1.000
simpl,simple,simplified 1.000
simpl,simple,simplistic 1.000
simpl,simplification,simplifies 0.989
simpson,simpson,simpsons 0.981
simulcast,simulcast,simulcasted 0.970
sin,sin,sine 0.998
sin,sin,sinfulness 0.998
sin,sin,sinned 0.996
sin,sin,sinner 0.998
sin,sin,sinners 0.998
sin,sin,sins 0.994
sin,sinfulness,sins 0.996
sin,sinned,sinner 0.990
sin,sinned,sins 0.996
sin,sinner,sins 0.991
sing,sing,singer 0.999
sing,sing,singers 0.998
sing,sing,singing 0.992
sing,sing,sings 0.992
sing,singer,singers 0.994
sing,singer,singing 0.996
sing,singer,sings 0.998
sing,singers,singing 0.996
sing,singers,sings 0.996
sing,singing,sings 0.998
singap,singapore,singaporean 0.991
singap,singapore,singaporeans 0.991
singap,singaporean,singaporeans 0.750
singl,single,singled 0.999
singl,single,singles 0.954
sink,sink,sinker 0.972
sink,sink,sinking 0.986
sinovid,sinovision,sinovisions 0.500
siss,sissi,sissis 0.500
sist,sister,sisterhood 0.999
sist,sister,sisters 0.994
sist,sisterly,sisters 0.996
sit,sit,sitting 0.999
sit,site,sites 0.997
sit,site,sits 1.000
sit,site,sitting 1.000
sit,sited,sitting 0.998
sit,sites,sits 0.999
sit,sites,sitting 1.000
sit,sitia,sitian 0.958
sit,sitting,sittings 0.998
sitcom,sitcom,sitcoms 0.944
situ,situation,situations 0.999
six,six,sixes 0.999
six,six,sixth 0.994
sixt,sixte,sixtus 0.875
siz,size,sized 0.998
siz,size,sizes 0.997
skat,skatan,skater 0.991
skat,skate,skated 0.991
skat,skate,skater 0.969
skat,skate,skaters 0.988
skat,skate,skating 0.975
skat,skated,skater 0.992
skat,skated,skaters 0.990
skat,skated,skating 0.985
skat,skater,skaters 0.960
skat,skater,skating 0.952
skat,skaters,skating 0.956
skateboard,skateboard,skateboarding 0.969
skateboard,skateboard,skateboards 0.958
skateboard,skateboarder,skateboarders 0.938
skateboard,skateboarder,skateboarding 0.958
skateboard,skateboarding,skateboards 0.958
skeet,skeeter,skeeters 0.667
skelet,skeletor,skeletors 0.933
skeleton,skeleton,skeletons 0.983
skept,skeptic,skeptics 0.964
skept,skeptical,skepticism 0.981
sketch,sketch,sketches 0.984
ski,ski,skier 0.995
ski,ski,skiing 0.983
ski,skier,skiing 0.991
ski,skiers,skiing 0.991
skil,skill,skills 0.996
skil,skilled,skills 0.998
skin,skin,skins 0.998
skin,skinning,skins 0.981
skinhead,skinhead,skinheads 0.750
sko,skoar,skoars 0.500
skorokhod,skorokhod,skorokhods 0.500
skul,skull,skulls 0.991
skyd,skydivers,skydiving 0.500
skyhawk,skyhawk,skyhawks 0.750
slab,slab,slabs 0.846
slam,slam,slams 0.955
slappy,slappy,slappys 0.500
slash,slash,slashed 0.967
slaught,slaughter,slaughtered 0.955
slav,slav,slavic 0.993
slav,slav,slavs 0.986
slav,slave,slaver 0.997
slav,slave,slavers 0.997
slav,slave,slaves 0.988
slav,slavic,slavs 0.986
sleep,sleep,sleepeating 0.999
sleep,sleep,sleeping 0.998
sleep,sleepeating,sleeping 0.994
sleep,sleeping,sleeps 0.994
slic,sliced,slicing 0.952
slid,slide,slides 0.985
slid,slider,sliders 0.978
slight,slight,slightly 0.992
slog,slogan,slogans 0.990
slop,slope,slopes 0.993
slot,slot,slots 0.966
slot,slot,slotted 0.978
slot,slots,slotted 0.950
slov,slovenes,slovenian 0.977
slovak,slovak,slovakia 0.960
slovak,slovak,slovaks 0.981
slovak,slovakia,slovakian 0.993
slovak,slovakia,slovaks 0.993
slovansk,slovanska,slovanski 0.500
slow,slow,slower 0.998
slow,slow,slowing 0.999
slow,slow,slowly 0.995
slow,slow,slows 0.999
slow,slowed,slowly 0.998
slow,slowing,slows 0.987
slow,slowly,slows 0.998
smal,smal,small 1.000
smal,small,smaller 0.996
smart,smart,smarts 0.996
smel,smell,smells 0.989
smel,smell,smelly 0.988
smok,smoke,smoked 0.994
smok,smoke,smoking 0.995
smok,smoked,smoking 0.977
smok,smoker,smoking 0.988
smok,smokers,smoking 0.988
smoothb,smoothbore,smoothbores 0.667
smudg,smudge,smudging 0.833
snail,snail,snails 0.800
snak,snake,snakes 0.983
sneez,sneeze,sneezes 0.917
sneez,sneezed,sneezing 0.833
snip,sniper,snipers 0.986
snoop,snoop,snooping 0.875
snorkel,snorkel,snorkeling 0.500
snout,snout,snouts 0.933
snowboard,snowboard,snowboarder 0.969
snowboard,snowboard,snowboarders 0.969
snowboard,snowboard,snowboarding 0.967
snowboard,snowboarders,snowboarding 0.962
soap,soap,soaps 0.974
soc,soc,social 1.000
soc,social,sociale 1.000
soc,social,socialism 0.999
soc,social,socialist 0.997
soc,social,socialists 1.000
soc,social,socially 0.999
soc,sociales,socialists 0.996
soc,socialism,socialist 0.993
soc,socialism,socialists 0.996
soc,socialist,socialists 0.993
sociolog,sociological,sociologists 0.988
sociolog,sociological,sociology 0.993
sociolog,sociologist,sociology 0.983
sociolog,sociologists,sociology 0.990
socket,socket,sockets 0.750
soco,soco,socos 0.750
socy,societies,society 0.994
socy,society,societys 0.997
soft,soft,softer 0.997
sogav,sogavare,sogavares 0.500
soil,soil,soils 0.979
sol,sol,sole 0.999
sol,sol,sols 0.997
soldy,soldier,soldiers 0.984
solicit,solicit,solicitation 0.960
solicit,solicitor,solicitors 0.988
solid,solid,solids 0.993
solo,solo,soloist 0.993
solo,solo,soloists 0.993
solo,soloist,soloists 0.972
solomon,solomon,solomons 0.980
solson,solson,solsons 0.500
solubl,solubility,soluble 0.969
solv,solution,solutions 0.995
solv,solution,solve 0.995
solv,solution,solved 0.997
solv,solution,solver 0.999
solv,solution,solving 0.998
solv,solutions,solving 0.995
solv,solve,solved 0.995
solv,solve,solving 0.992
solv,solved,solving 0.998
som,somare,somares 0.958
som,some,somme 1.000
somerset,somerset,somersets 0.974
sometim,sometime,sometimes 0.997
son,son,sonia 1.000
son,son,sons 0.998
son,sonority,sonorous 0.986
sondheim,sondheim,sondheims 0.750
song,song,songs 0.947
songwrit,songwriter,songwriters 0.986
sonnet,sonnet,sonnets 0.944
sonny,sonny,sonnys 0.958
soph,sophia,sophie 0.994
soprano,soprano,sopranos 0.871
sor,sororities,sorority 0.987
soricomorph,soricomorph,soricomorpha 0.500
sorrentino,sorrentino,sorrentinos 0.500
sorrow,sorrow,sorrows 0.969
sos,sosialisme,sosialister 0.875
sou,sous,south 1.000
soul,soul,soulful 0.998
soul,soul,souls 0.995
sound,sound,sounds 0.993
sound,sounding,sounds 0.998
sound,soundly,sounds 0.997
soundtrack,soundtrack,soundtracks 0.906
soup,soup,soups 0.938
sourc,source,sourced 0.999
sourc,source,sources 0.993
sourcegear,sourcegear,sourcegears 0.500
sousuk,sousuke,sousukes 0.667
southal,southall,southalls 0.750
southern,southern,southerns 0.999
southland,southland,southlands 0.917
souvenir,souvenir,souvenirs 0.909
soviet,soviet,sovietism 0.998
soviet,soviet,sovietization 0.998
soviet,soviet,sovietizing 0.998
soviet,soviet,soviets 0.983
sox,sox,soxs 0.957
spac,space,spaced 0.999
spac,space,spaces 0.997
spac,space,spaceship 0.998
spac,spaceship,spaceships 0.990
spacecraft,spacecraft,spacecrafts 0.944
spaceflight,spaceflight,spaceflights 0.714
spacewalk,spacewalk,spacewalks 0.667
spain,spain,spains 0.985
span,span,spanish 0.999
spanky,spanky,spankys 0.667
spar,spar,sparring 0.960
spar,spare,spared 0.993
sparrow,sparrow,sparrows 0.944
spart,sparta,spartan 0.972
spart,sparta,spartans 0.952
spart,spartan,spartans 0.980
sparty,spartiate,spartiates 0.667
spawn,spawn,spawned 0.988
spe,speer,speers 0.952
speak,speak,speaker 0.998
speak,speak,speakers 0.996
speak,speak,speaking 0.998
speak,speaker,speakers 0.995
speak,speakers,speaking 0.999
speak,speaking,speaks 0.999
spec,spec,specific 1.000
spec,spec,speculation 0.999
spec,special,specialise 1.000
spec,special,specialist 1.000
spec,special,specialists 1.000
spec,special,specialities 1.000
spec,special,specialized 1.000
spec,special,specializing 1.000
spec,special,specially 1.000
spec,special,specials 1.000
spec,special,specific 1.000
spec,special,specifically 1.000
spec,special,specification 1.000
spec,special,specifications 1.000
spec,special,specified 1.000
spec,special,specifies 1.000
spec,special,speculated 1.000
spec,special,speculative 1.000
spec,specialised,specialist 1.000
spec,specialist,specialists 1.000
spec,specialist,speciality 1.000
spec,specialist,specializations 1.000
spec,specialist,specialized 1.000
spec,specialist,specializing 1.000
spec,specialists,specific 1.000
spec,specialize,specialized 0.999
spec,specialized,speculate 0.999
spec,specializing,specific 1.000
spec,specially,specifically 1.000
spec,specific,specifically 1.000
spec,specific,specifications 1.000
spec,specific,specified 1.000
spec,specific,specify 1.000
spec,specific,speculating 1.000
spec,specification,specifications 1.000
spec,specification,specifies 0.999
spec,specification,specify 0.999
spec,specifications,specified 1.000
spec,specified,specifies 0.999
spec,specified,specify 0.999
spec,specified,speculative 1.000
spec,specifiers,specify 0.998
spec,specifies,specify 0.999
spec,speculated,speculating 0.999
spec,speculated,speculations 0.999
specim,specimen,specimens 0.962
spee,speed,speeds 0.991
spel,spell,spelling 0.998
spel,spell,spells 0.993
spel,spellable,spelling 0.996
spel,spelling,spellings 0.997
spel,spelling,spells 0.997
spend,spend,spending 0.997
spend,spend,spends 0.995
spent,spencer,spencers 0.995
spid,spider,spiders 0.975
spiegel,spiegel,spiegels 0.875
spielberg,spielberg,spielbergs 0.857
spik,spike,spiked 0.986
spik,spike,spikes 0.979
spik,spiked,spikes 0.979
spil,spill,spilled 0.981
spil,spiller,spillers 0.944
spin,spin,spinning 0.999
spin,spinal,spines 0.995
spin,spine,spines 0.989
spirit,spirit,spirits 0.998
spirit,spirit,spiritual 0.999
spirit,spirit,spiritualist 0.999
spirit,spirit,spirituality 0.999
spirit,spiritism,spiritualism 0.983
spirit,spirits,spiritual 0.998
spirit,spiritual,spirituality 0.999
spok,spokane,spokanes 0.983
spokesperson,spokesperson,spokespersons 0.909
spong,spong,spongs 0.833
spongebob,spongebob,spongebobs 0.667
spons,sponsor,sponsors 0.991
spons,sponsor,sponsorship 0.996
spons,sponsor,sponsorships 0.994
spons,sponsored,sponsoring 0.998
spons,sponsored,sponsors 0.992
spons,sponsored,sponsorships 0.998
spons,sponsors,sponsorship 0.990
spons,sponsors,sponsorships 0.990
spons,sponsorship,sponsorships 0.991
spoo,spoo,spoos 0.500
spoonbil,spoonbill,spoonbills 0.667
spor,spore,spores 0.955
sport,sport,sporting 0.996
sport,sport,sports 0.991
sport,sporting,sports 0.996
sportscast,sportscaster,sportscasters 0.833
spot,spot,spots 0.996
spot,spot,spotted 0.996
spot,spots,spotting 0.994
spunky,spunky,spunkys 0.800
squ,square,squared 1.000
squ,square,squares 0.998
squ,square,squaring 1.000
squad,squad,squads 0.955
squadron,squadron,squadrons 0.906
squarep,squarepantis,squarepants 0.667
squid,squid,squids 0.957
squir,squire,squires 0.889
squirrel,squirrel,squirrels 0.952
stabl,stabilators,stabilize 0.991
stabl,stability,stabilization 0.998
stabl,stability,stabilizers 0.998
stabl,stabilization,stabilizer 0.994
stabl,stabilization,stabilizers 0.991
stabl,stabilized,stable 0.999
stabl,stabilizer,stabilizers 0.994
stabl,stable,stables 0.999
stabl,stabled,stables 0.994
stabl,stablished,stablishes 0.979
stack,stack,stacks 0.963
stad,stade,stadia 0.982
stad,stade,stadion 0.986
stad,stade,stadium 0.992
stad,stade,stadiums 0.985
stad,stadia,stadium 0.998
stad,stadion,stadium 0.995
stad,stadion,stadiums 0.992
stad,stadium,stadiums 0.981
staff,staff,staffers 0.999
staff,staff,staffs 0.999
stafford,stafford,staffords 0.963
stag,stage,staged 0.999
stag,stage,stagers 0.999
stag,stage,stages 0.995
stain,stain,stained 0.994
staircas,staircase,staircases 0.909
stairway,stairway,stairways 0.875
stairwel,stairwell,stairwells 0.667
stak,stake,stakes 0.989
stal,stall,stalled 0.990
stal,stall,stalls 0.990
stal,stalled,stalls 0.990
stalin,stalin,stalins 0.967
stamp,stamp,stamps 0.995
stamp,stamped,stamps 0.990
stan,stan,stannered 0.998
stand,stand,standing 0.995
stand,stand,stands 0.993
stand,standing,stands 0.995
standard,standard,standardised 0.999
standard,standard,standardization 0.999
standard,standard,standardize 0.999
standard,standard,standardized 0.999
standard,standard,standards 0.997
standard,standardization,standardized 0.990
standard,standardization,standards 0.999
standard,standardize,standards 0.999
standpoint,standpoint,standpoints 0.833
stanford,stanford,stanfords 0.956
stanhop,stanhope,stanhopes 0.857
stanislavsky,stanislavsky,stanislavskys 0.500
stanley,stanley,stanleys 0.987
stanwyck,stanwyck,stanwycks 0.500
star,star,starred 0.999
star,star,starring 0.999
star,star,stars 0.997
star,star,starship 1.000
star,star,starships 1.000
star,starred,starring 0.997
star,starred,stars 0.999
star,starring,stars 0.999
star,starship,starships 0.986
start,start,started 0.995
start,start,starting 0.995
start,start,starts 0.996
start,started,starter 0.999
start,started,starting 0.997
start,started,starts 0.999
start,starters,starting 0.998
start,starting,starts 0.995
stat,stat,states 1.000
stat,stat,statistical 1.000
stat,stat,statistics 1.000
stat,state,stated 1.000
stat,state,statehood 1.000
stat,state,statement 1.000
stat,state,statements 1.000
stat,state,staten 1.000
stat,state,states 0.996
stat,state,stating 1.000
stat,state,station 0.999
stat,state,stations 1.000
stat,state,statist 1.000
stat,state,statistical 1.000
stat,state,statistics 0.999
stat,state,stats 1.000
stat,state,status 1.000
stat,stated,statement 0.999
stat,stated,statements 1.000
stat,stated,states 1.000
stat,stated,stating 1.000
stat,stated,station 0.999
stat,stated,stations 0.999
stat,stated,statism 1.000
stat,stated,statistics 0.999
stat,stated,status 1.000
stat,statehood,states 1.000
stat,statement,statements 1.000
stat,statement,states 1.000
stat,statement,station 1.000
stat,statement,status 1.000
stat,statements,states 0.999
stat,statements,static 1.000
stat,statements,stating 1.000
stat,statements,station 1.000
stat,statements,stations 1.000
stat,statements,statistics 1.000
stat,statements,status 1.000
stat,staten,states 1.000
stat,states,static 1.000
stat,states,stating 1.000
stat,states,station 0.999
stat,states,stationary 1.000
stat,states,stationed 1.000
stat,states,stations 0.999
stat,states,statistical 1.000
stat,states,statisticians 1.000
stat,states,statistics 1.000
stat,states,stats 1.000
stat,states,status 0.999
stat,static,statis 0.999
stat,stating,stations 1.000
stat,stating,status 1.000
stat,station,stationary 1.000
stat,station,stationed 1.000
stat,station,stations 0.994
stat,station,statistics 0.999
stat,station,status 1.000
stat,stationary,stations 1.000
stat,stationary,statistical 1.000
stat,stationed,stations 1.000
stat,stations,statist 1.000
stat,stations,statistics 1.000
stat,stations,status 1.000
stat,statistical,statistically 1.000
stat,statistical,statisticians 0.999
stat,statistical,statistics 0.999
stat,statistical,status 1.000
stat,statistically,statisticially 0.995
stat,statistics,stats 1.000
stat,statistics,status 1.000
stat,stats,status 1.000
statist,statistique,statistiques 0.750
statu,statue,statues 0.991
statut,statute,statutes 0.938
stay,stay,stayed 0.998
stay,stay,staying 0.998
stay,stayed,staying 0.993
ste,steal,stealer 0.997
steady,steadily,steady 0.988
steam,steam,steamed 0.998
steam,steam,steamer 0.998
steam,steamer,steamers 0.992
steel,steel,steels 0.996
steel,steele,steeles 0.972
steel,steeler,steelers 0.991
steelmak,steelmaker,steelmaking 0.750
stein,stein,steinen 0.991
stein,stein,steins 0.982
steinbren,steinbrenner,steinbrenners 0.667
stem,stem,stems 0.988
sten,stenn,stenns 0.875
step,step,stepped 0.999
step,step,stepping 0.999
step,step,steps 0.997
step,steppe,steppes 0.992
step,stepped,stepping 0.997
steph,stephan,stephen 0.999
steph,stephen,stephens 0.998
stephany,stephanie,stephanies 0.947
stephenson,stephenson,stephensons 0.938
stereotyp,stereotype,stereotypes 0.978
stereotyp,stereotype,stereotypically 0.960
stereotyp,stereotypes,stereotypically 0.967
steril,sterile,sterility 0.857
stev,steve,steven 0.996
stev,steve,stevens 0.999
stev,steve,steves 0.999
stevy,stevie,stevies 0.929
stew,stew,stews 0.938
steward,steward,stewards 0.967
stick,stick,sticks 0.992
stil,still,stills 1.000
stil,stiller,stillers 0.969
stilt,stilt,stilts 0.875
stim,stimulate,stimulation 0.991
stim,stimulating,stimulation 0.987
stimul,stimuli,stimulus 0.882
sting,sting,stings 0.978
sting,stinger,stingers 0.963
stinnet,stinnett,stinnetts 0.750
stipend,stipend,stipends 0.875
stitch,stitch,stitched 0.958
stitch,stitch,stitches 0.952
stock,stock,stocking 0.996
stock,stock,stocks 0.994
stockton,stockton,stocktons 0.952
stol,stole,stolen 0.995
ston,ston,stone 0.999
ston,stone,stones 0.998
stop,stop,stopped 0.997
stop,stop,stopping 0.999
stop,stop,stops 0.997
stop,stopping,stops 0.993
stor,storage,store 0.999
stor,storage,stored 0.996
stor,storage,stores 0.998
stor,store,stored 0.999
stor,store,stores 0.995
stork,stork,storks 0.917
storm,storm,storms 0.989
story,stories,story 0.979
story,stories,storys 0.999
story,story,storys 0.997
storyboard,storyboard,storyboards 0.875
storylin,storyline,storylines 0.985
stov,stove,stover 0.800
stuart,stuart,stuarts 0.987
stub,stub,stubben 1.000
stub,stub,stubs 0.917
stub,stubben,stubs 1.000
stuck,stuckism,stuckist 0.917
stuck,stuckism,stuckists 0.933
stuck,stuckist,stuckists 0.867
stud,student,students 0.980
studio,studio,studios 0.943
study,studied,studies 0.993
study,studied,study 0.995
study,studied,studying 0.996
study,studies,study 0.990
study,studies,studying 0.998
study,study,studying 0.999
stump,stumped,stumps 0.967
stunticon,stunticon,stunticons 0.500
styl,style,styled 1.000
styl,style,styles 0.997
styl,style,styling 1.000
styl,style,stylish 1.000
styl,style,stylistic 1.000
styl,styles,stylings 0.999
styrofoam,styrofoam,styrofoams 0.750
subclass,subclass,subclasses 0.976
subclass,subclasses,subclassing 0.833
subdivid,subdivided,subdivisions 0.996
subdivid,subdivision,subdivisions 0.996
subgroup,subgroup,subgroups 0.895
subject,subject,subjective 0.998
subject,subject,subjects 0.998
subject,subjected,subjective 0.995
sublim,sublime,sublimes 0.950
submarin,submarine,submarines 0.860
submit,submission,submissions 0.992
submit,submission,submitted 0.997
submit,submission,submitters 0.988
submit,submissions,submitted 0.997
subruf,subrufa,subrufus 0.500
subscrib,subscribe,subscribed 0.984
subscrib,subscribe,subscriber 0.982
subscrib,subscribe,subscribers 0.992
subscrib,subscribe,subscribes 0.982
subscrib,subscribed,subscriber 0.975
subscrib,subscribed,subscribers 0.991
subscrib,subscribed,subscribes 0.975
subscrib,subscriber,subscribers 0.990
subscrib,subscriber,subscribes 0.969
subscrib,subscribers,subscribes 0.990
subscrib,subscribers,subscriptions 0.975
subscrib,subscription,subscriptions 0.995
subsect,subsection,subsections 0.889
subsequ,subsequent,subsequently 0.997
subsidy,subsidiaries,subsidiary 0.987
subst,substance,substances 0.998
subst,substances,substrates 0.997
subst,substrate,substrates 0.994
substitut,substitute,substituted 0.994
substitut,substitute,substitution 0.995
substitut,substituted,substitutes 0.988
substitut,substituted,substitution 0.991
substitut,substituted,substitutions 0.985
substitut,substitutes,substitutions 0.971
substitut,substitution,substitutions 0.986
subtract,subtract,subtracting 0.950
subtract,subtract,subtraction 0.978
suburb,suburb,suburban 0.991
suburb,suburb,suburbs 0.971
suburb,suburban,suburbia 0.994
suburb,suburban,suburbs 0.994
subvert,subversion,subversive 0.958
subvert,subversive,subvert 0.944
success,succeed,successful 1.000
success,succeeded,succeeding 1.000
success,succeeded,success 1.000
success,succeeded,successful 1.000
success,succeeded,succession 0.999
success,succeeded,successive 1.000
success,succeeded,successor 1.000
success,succeeding,succession 0.999
success,succeeding,successor 0.999
success,succeeds,success 1.000
success,succeeds,successful 1.000
success,success,successful 0.997
success,success,successfully 0.999
success,success,successive 0.999
success,success,successor 1.000
success,successes,successful 1.000
success,successful,successfully 0.999
success,successful,successor 1.000
success,successful,successors 1.000
success,succession,successive 0.999
success,succession,successor 0.999
success,successor,successors 0.998
suck,suck,sucked 0.990
suck,suck,sucking 0.989
