a,a,aed 0.008
result,result,resulting 0.771
result,result,results 0.776
result,resultant,resulted 0.752
result,resultant,resulting 0.750
result,resultant,results 0.751
result,resulted,resulting 0.771
result,resulted,results 0.766
result,resulting,results 0.765
resum,resume,resumed 0.667
resum,resume,resumes 0.667
resum,resume,resuming 0.667
resum,resumed,resumes 0.667
resum,resumed,resuming 0.667
resum,resumes,resuming 0.667
resuppli,resupply,resupplying 0.000
resurfac,resurfaced,resurfaces 0.500
resurfac,resurfaced,resurfacing 0.500
resurfac,resurfaces,resurfacing 0.500
resurg,resurgence,resurgent 0.000
resurrect,resurrect,resurrected 0.750
resurrect,resurrect,resurrecting 0.750
resurrect,resurrect,resurrection 0.750
resurrect,resurrect,resurrects 0.750
resurrect,resurrected,resurrecting 0.750
resurrect,resurrected,resurrection 0.771
resurrect,resurrected,resurrects 0.750
resurrect,resurrecting,resurrection 0.750
resurrect,resurrecting,resurrects 0.750
resurrect,resurrection,resurrects 0.750
resuscit,resuscitate,resuscitation 0.000
retail,retail,retailed 0.750
retail,retail,retailer 0.755
retail,retail,retailers 0.773
retail,retail,retailing 0.760
retail,retailed,retailer 0.750
retail,retailed,retailers 0.769
retail,retailed,retailing 0.792
retail,retailer,retailers 0.779
retail,retailer,retailing 0.750
retail,retailers,retailing 0.779
retain,retain,retained 0.807
retain,retain,retainer 0.800
retain,retain,retainers 0.800
retain,retain,retaining 0.800
retain,retain,retains 0.800
retain,retained,retainer 0.800
retain,retained,retainers 0.800
retain,retained,retaining 0.807
retain,retained,retains 0.802
retain,retainer,retainers 0.860
retain,retainer,retaining 0.800
retain,retainer,retains 0.800
retain,retainers,retaining 0.808
retain,retainers,retains 0.800
retain,retaining,retains 0.800
retak,retake,retaking 0.000
retali,retaliate,retaliated 0.667
retali,retaliate,retaliation 0.667
retali,retaliate,retaliers 0.667
retali,retaliated,retaliation 0.667
retali,retaliated,retaliers 0.667
retali,retaliation,retaliers 0.667
retard,retard,retardation 0.667
retard,retard,retarded 0.667
retard,retard,retarding 0.667
retard,retardation,retarded 0.667
retard,retardation,retarding 0.667
retard,retarded,retarding 0.667
retel,retelling,retells 0.000
retent,retention,retentive 0.000
rethink,rethink,rethinking 0.000
retina,retina,retinas 0.200
retir,retire,retired 0.805
retir,retire,retirement 0.811
retir,retire,retirer 0.800
retir,retire,retires 0.807
retir,retire,retiring 0.806
retir,retired,retirement 0.823
retir,retired,retirer 0.800
retir,retired,retires 0.802
retir,retired,retiring 0.811
retir,retirement,retirer 0.800
retir,retirement,retires 0.805
retir,retirement,retiring 0.809
retir,retirer,retires 0.800
retir,retirer,retiring 0.800
retir,retires,retiring 0.800
retitl,retitled,retitles 0.000
retort,retort,retorted 0.000
retrac,retraced,retracing 0.000
retract,retractable,retracted 0.800
retract,retractable,retracting 0.825
retract,retractable,retraction 0.800
retract,retractable,retractions 0.800
retract,retractable,retracts 0.820
retract,retracted,retracting 0.800
retract,retracted,retraction 0.817
retract,retracted,retractions 0.800
retract,retracted,retracts 0.818
retract,retracting,retraction 0.800
retract,retracting,retractions 0.800
retract,retracting,retracts 0.850
retract,retraction,retractions 0.800
retract,retraction,retracts 0.800
retract,retractions,retracts 0.800
retrain,retrain,retrained 0.500
retrain,retrain,retraining 0.750
retrain,retrained,retraining 0.500
retreat,retreat,retreated 0.689
retreat,retreat,retreating 0.682
retreat,retreat,retreats 0.685
retreat,retreated,retreating 0.696
retreat,retreated,retreats 0.688
retreat,retreating,retreats 0.667
retrial,retrial,retrials 0.500
retriev,retrieval,retrieve 0.800
retriev,retrieval,retrieved 0.801
retriev,retrieval,retriever 0.800
retriev,retrieval,retrievers 0.800
retriev,retrieval,retrieving 0.800
retriev,retrieve,retrieved 0.800
retriev,retrieve,retriever 0.800
retriev,retrieve,retrievers 0.800
retriev,retrieve,retrieving 0.811
retriev,retrieved,retriever 0.800
retriev,retrieved,retrievers 0.800
retriev,retrieved,retrieving 0.800
retriev,retriever,retrievers 0.900
retriev,retriever,retrieving 0.800
retriev,retrievers,retrieving 0.800
retroact,retroactive,retroactively 0.000
retrofit,retrofitted,retrofitting 0.000
retrograd,retrograde,retrograding 0.000
retrospect,retrospect,retrospective 0.500
retrospect,retrospect,retrospectives 0.500
retrospect,retrospective,retrospectives 0.500
retun,retuned,retuning 0.500
return,return,returned 0.784
return,return,returner 0.752
return,return,returning 0.770
return,return,returns 0.775
return,returned,returner 0.752
return,returned,returning 0.773
return,returned,returns 0.761
return,returner,returning 0.752
return,returner,returns 0.753
return,returning,returns 0.762
reunion,reunion,reunions 0.059
reunit,reunite,reunited 0.679
reunit,reunite,reunites 0.667
reunit,reunite,reuniting 0.667
reunit,reunited,reunites 0.667
reunit,reunited,reuniting 0.689
reunit,reunites,reuniting 0.692
reus,reuse,reused 0.667
reus,reuse,reuses 0.667
reus,reuse,reusing 0.667
reus,reused,reuses 0.667
reus,reused,reusing 0.667
reus,reuses,reusing 0.750
reut,reut,reute 0.000
reuter,reuter,reuters 0.000
rev,rev,revs 0.000
revalu,revaluation,revalued 0.000
revamp,revamp,revamped 0.077
reveal,reveal,revealed 0.694
reveal,reveal,revealing 0.698
reveal,reveal,reveals 0.693
reveal,revealed,revealing 0.687
reveal,revealed,reveals 0.702
reveal,revealing,reveals 0.699
revel,revel,revelation 0.857
revel,revel,revelations 0.857
revel,revel,reveled 0.857
revel,revel,revelers 0.857
revel,revel,revell 0.857
revel,revel,revelling 0.857
revel,revel,revels 0.857
revel,revelation,revelations 0.860
revel,revelation,reveled 0.857
revel,revelation,revelers 0.857
revel,revelation,revell 0.857
revel,revelation,revelling 0.857
revel,revelation,revels 0.857
revel,revelations,reveled 0.857
revel,revelations,revelers 0.857
revel,revelations,revell 0.857
revel,revelations,revelling 0.857
revel,revelations,revels 0.857
revel,reveled,revelers 0.857
revel,reveled,revell 0.857
revel,reveled,revelling 0.857
revel,reveled,revels 0.857
revel,revelers,revell 0.857
revel,revelers,revelling 0.857
revel,revelers,revels 0.857
revel,revell,revelling 0.857
revel,revell,revels 0.857
revel,revelling,revels 0.857
reveng,reveng,revenge 0.509
reveng,reveng,revengers 0.500
reveng,revenge,revengers 0.500
revenu,revenue,revenues 0.048
rever,revere,revered 0.750
rever,revere,reverence 0.750
rever,revere,reverent 0.750
rever,revere,reveres 0.750
rever,revered,reverence 0.750
rever,revered,reverent 0.750
rever,revered,reveres 0.750
rever,reverence,reverent 0.833
rever,reverence,reveres 0.750
rever,reverent,reveres 0.750
reveri,reverie,reveries 0.000
revers,reversal,reverse 0.864
revers,reversal,reversed 0.867
revers,reversal,reverses 0.857
revers,reversal,reversibility 0.857
revers,reversal,reversible 0.857
revers,reversal,reversing 0.870
revers,reversal,reversion 0.857
revers,reverse,reversed 0.865
revers,reverse,reverses 0.857
revers,reverse,reversibility 0.857
revers,reverse,reversible 0.861
revers,reverse,reversing 0.864
revers,reverse,reversion 0.857
revers,reversed,reverses 0.857
revers,reversed,reversibility 0.857
revers,reversed,reversible 0.863
revers,reversed,reversing 0.863
revers,reversed,reversion 0.857
revers,reverses,reversibility 0.857
revers,reverses,reversible 0.857
revers,reverses,reversing 0.857
revers,reverses,reversion 0.857
revers,reversibility,reversible 0.857
revers,reversibility,reversing 0.857
revers,reversibility,reversion 0.857
revers,reversible,reversing 0.857
revers,reversible,reversion 0.857
revers,reversing,reversion 0.857
revert,revert,reverte 0.800
revert,revert,reverted 0.812
revert,revert,reverter 0.800
revert,revert,reverting 0.800
revert,revert,reverts 0.880
revert,reverte,reverted 0.800
revert,reverte,reverter 0.900
revert,reverte,reverting 0.800
revert,reverte,reverts 0.800
revert,reverted,reverter 0.800
revert,reverted,reverting 0.800
revert,reverted,reverts 0.812
revert,reverter,reverting 0.800
revert,reverter,reverts 0.800
revert,reverting,reverts 0.800
revi,revies,revis 0.500
revi,revies,revy 0.500
revi,revis,revy 0.500
revier,revier,reviers 0.000
review,review,reviewed 0.805
review,review,reviewer 0.803
review,review,reviewers 0.805
review,review,reviewing 0.802
review,review,reviews 0.823
review,reviewed,reviewer 0.806
review,reviewed,reviewers 0.800
review,reviewed,reviewing 0.812
review,reviewed,reviews 0.806
review,reviewer,reviewers 0.810
review,reviewer,reviewing 0.824
review,reviewer,reviews 0.806
review,reviewers,reviewing 0.810
review,reviewers,reviews 0.805
review,reviewing,reviews 0.804
revil,reviled,revilement 0.000
revin,revin,revine 0.000
revis,revise,revised 0.833
revis,revise,reviser 0.833
revis,revise,revises 0.833
revis,revise,revising 0.848
revis,revise,revision 0.834
revis,revise,revisions 0.833
revis,revised,reviser 0.833
revis,revised,revises 0.833
revis,revised,revising 0.836
revis,revised,revision 0.843
revis,revised,revisions 0.838
revis,reviser,revises 0.833
revis,reviser,revising 0.833
revis,reviser,revision 0.833
revis,reviser,revisions 0.833
revis,revises,revising 0.833
revis,revises,revision 0.833
revis,revises,revisions 0.833
revis,revising,revision 0.835
revis,revising,revisions 0.844
revis,revision,revisions 0.834
revisit,revisit,revisited 0.500
revisit,revisit,revisiting 0.500
revisit,revisited,revisiting 0.500
revit,revitalization,revitalize 0.667
revit,revitalization,revitalized 0.667
revit,revitalization,revitalizing 0.667
revit,revitalize,revitalized 0.667
revit,revitalize,revitalizing 0.667
revit,revitalized,revitalizing 0.667
reviv,revival,revivalism 0.833
reviv,revival,revivals 0.840
reviv,revival,revive 0.836
reviv,revival,revived 0.844
reviv,revival,revives 0.836
reviv,revival,reviving 0.833
reviv,revivalism,revivals 0.833
reviv,revivalism,revive 0.833
reviv,revivalism,revived 0.833
reviv,revivalism,revives 0.833
reviv,revivalism,reviving 0.833
reviv,revivals,revive 0.833
reviv,revivals,revived 0.838
reviv,revivals,revives 0.833
reviv,revivals,reviving 0.833
reviv,revive,revived 0.833
reviv,revive,revives 0.842
reviv,revive,reviving 0.833
reviv,revived,revives 0.833
reviv,revived,reviving 0.838
reviv,revives,reviving 0.833
revoc,revocation,revocations 0.333
revok,revoke,revoked 0.000
revolt,revolt,revolted 0.667
revolt,revolt,revolting 0.667
revolt,revolt,revolts 0.691
revolt,revolted,revolting 0.667
revolt,revolted,revolts 0.667
revolt,revolting,revolts 0.667
revolut,revolution,revolutions 0.016
revolution,revolutionize,revolutionized 0.000
revolutionari,revolutionaries,revolutionary 0.013
revolv,revolve,revolved 0.769
revolv,revolve,revolver 0.750
revolv,revolve,revolves 0.767
revolv,revolve,revolving 0.750
revolv,revolved,revolver 0.750
revolv,revolved,revolves 0.762
revolv,revolved,revolving 0.750
revolv,revolver,revolves 0.750
revolv,revolver,revolving 0.750
revolv,revolves,revolving 0.750
revton,revtone,revtones 0.500
revu,revue,revues 0.000
reward,reward,rewarded 0.676
reward,reward,rewarding 0.667
reward,reward,rewards 0.667
reward,rewarded,rewarding 0.667
reward,rewarded,rewards 0.667
reward,rewarding,rewards 0.692
rewir,rewire,rewired 0.000
rework,rework,reworked 0.704
rework,rework,reworking 0.667
rework,rework,reworkings 0.667
rework,reworked,reworking 0.690
rework,reworked,reworkings 0.667
rework,reworking,reworkings 0.667
rewrit,rewrite,rewriting 0.018
rex,rex,rexed 0.000
rey,rey,reyes 0.512
rey,rey,reys 0.500
rey,reyes,reys 0.500
rfc,rfc,rfcs 0.083
rh,rh,rhs 0.000
rhapsodi,rhapsodie,rhapsody 0.500
rhapsodi,rhapsodie,rhapsodys 0.500
rhapsodi,rhapsody,rhapsodys 0.556
rhetor,rhetoric,rhetorical 0.711
rhetor,rhetoric,rhetorically 0.667
rhetor,rhetoric,rhetorics 0.667
rhetor,rhetorical,rhetorically 0.667
rhetor,rhetorical,rhetorics 0.667
rhetor,rhetorically,rhetorics 0.667
rhi,rhi,rhys 0.000
rhineland,rhineland,rhinelander 0.000
rhino,rhino,rhinos 0.091
rhizom,rhizome,rhizomes 0.000
rho,rho,rhos 0.077
rhoad,rhoades,rhoads 0.000
rhode,rhode,rhodes 0.000
rhododendron,rhododendron,rhododendrons 0.333
rhotic,rhotic,rhoticism 0.333
rhyme,rhyme,rhymed 0.500
rhyme,rhyme,rhymes 0.500
rhyme,rhymed,rhymes 0.500
rhyne,rhyne,rhynes 0.000
rhythm,rhythm,rhythms 0.045
rhythmic,rhythmic,rhythmically 0.550
rhythmic,rhythmic,rhythmics 0.500
rhythmic,rhythmically,rhythmics 0.500
ri,ri,ris 0.048
ria,ria,rias 0.000
riaa,riaa,riaas 0.125
rib,rib,ribbing 0.500
rib,rib,ribs 0.577
rib,ribbing,ribs 0.500
ribbon,ribbon,ribbons 0.100
riblet,riblet,riblets 0.500
ric,ric,rics 0.000
rican,rican,ricans 0.056
ricardo,ricardo,ricardos 0.048
rice,rice,rices 0.027
rich,rich,riche 0.668
rich,rich,riches 0.668
rich,rich,richs 0.668
rich,riche,riches 0.667
rich,riche,richs 0.667
rich,riches,richs 0.667
richard,richard,richards 0.046
richardson,richardson,richardsons 0.049
richess,richesse,richesses 0.000
richi,richi,richie 0.500
richi,richi,richies 0.500
richi,richie,richies 0.528
richman,richman,richmans 0.143
richmond,richmond,richmonds 0.014
rick,rick,ricks 0.000
ricki,ricki,ricky 0.045
rickshaw,rickshaw,rickshaws 0.500
ricochet,ricochet,ricocheted 0.000
rid,rid,ridding 0.000
riddl,riddle,riddled 0.500
riddl,riddle,riddles 0.500
riddl,riddled,riddles 0.500
ride,ride,rides 0.680
ride,ride,riding 0.686
ride,ride,ridings 0.667
ride,rides,riding 0.677
ride,rides,ridings 0.667
ride,riding,ridings 0.697
rider,rider,riders 0.163
ridg,ridge,ridgely 0.500
ridg,ridge,ridges 0.512
ridg,ridgely,ridges 0.500
ridicul,ridicule,ridiculed 0.750
ridicul,ridicule,ridicules 0.750
ridicul,ridicule,ridiculing 0.750
ridicul,ridicule,ridiculous 0.769
ridicul,ridiculed,ridicules 0.750
ridicul,ridiculed,ridiculing 0.750
ridicul,ridiculed,ridiculous 0.768
ridicul,ridicules,ridiculing 0.750
ridicul,ridicules,ridiculous 0.750
ridicul,ridiculing,ridiculous 0.750
ridpath,ridpath,ridpaths 0.500
rie,ried,ries 0.000
riel,riel,riels 0.333
riff,riff,riffs 0.077
rifl,rifle,rifles 0.558
rifl,rifle,rifling 0.518
rifl,rifles,rifling 0.529
rifleman,rifleman,riflemans 0.000
rift,rift,rifts 0.000
rig,rig,rigged 0.667
rig,rig,rigging 0.711
rig,rig,rigs 0.694
rig,rigged,rigging 0.692
rig,rigged,rigs 0.667
rig,rigging,rigs 0.667
riga,riga,rigas 0.000
rigg,rigg,riggs 0.000
right,right,rightful 0.751
right,right,rightfully 0.751
right,right,righting 0.750
right,right,rights 0.770
right,rightful,rightfully 0.750
right,rightful,righting 0.750
right,rightful,rights 0.750
right,rightfully,righting 0.750
right,rightfully,rights 0.751
right,righting,rights 0.750
rightist,rightist,rightists 0.000
rightward,rightward,rightwards 0.000
rigid,rigid,rigidity 0.000
rigor,rigor,rigorous 0.536
rigor,rigor,rigorously 0.500
rigor,rigorous,rigorously 0.500
rijk,rijk,rijks 0.000
riket,riket,rikets 0.000
riku,riku,rikus 0.333
rill,rill,rille 0.000
rilli,rilli,rilly 0.000
rim,rim,rimmed 0.519
rim,rim,rims 0.536
rim,rimmed,rims 0.500
rima,rima,rimae 0.500
rima,rima,rimas 0.500
rima,rimae,rimas 0.500
ring,ring,ringed 0.673
ring,ring,ringing 0.678
ring,ring,rings 0.692
ring,ringed,ringing 0.667
ring,ringed,rings 0.667
ring,ringing,rings 0.673
ringer,ringer,ringers 0.000
ringmast,ringmaster,ringmasters 0.000
ringworld,ringworld,ringworlds 0.333
rinn,rinn,rinns 0.333
rio,rio,rios 0.020
riordan,riordan,riordans 0.250
riot,riot,rioted 0.667
riot,riot,rioting 0.667
riot,riot,riots 0.677
riot,rioted,rioting 0.667
riot,rioted,riots 0.667
riot,rioting,riots 0.683
rip,rip,ripped 0.667
rip,rip,ripping 0.667
rip,rip,rips 0.667
rip,ripped,ripping 0.714
rip,ripped,rips 0.667
rip,ripping,rips 0.667
ripley,ripley,ripleys 0.000
ripper,ripper,rippers 0.111
rir,rir,rirs 0.500
rise,rise,rises 0.510
rise,rise,rising 0.529
rise,rises,rising 0.515
riser,riser,risers 0.000
risk,risk,risked 0.667
risk,risk,risking 0.671
risk,risk,risks 0.699
risk,risked,risking 0.667
risk,risked,risks 0.667
risk,risking,risks 0.683
riski,riskiness,risky 0.000
ritavuori,ritavuori,ritavuoris 0.500
ritchi,ritchie,ritchies 0.545
ritchi,ritchie,ritchy 0.500
ritchi,ritchies,ritchy 0.500
rite,rite,rites 0.069
ritmo,ritmo,ritmos 0.000
ritual,ritual,ritualism 0.667
ritual,ritual,ritually 0.679
ritual,ritual,rituals 0.693
ritual,ritualism,ritually 0.667
ritual,ritualism,rituals 0.667
ritual,ritually,rituals 0.690
ritualist,ritualistic,ritualists 0.000
riva,riva,rivas 0.071
rival,rival,rivaled 0.667
rival,rival,rivalling 0.671
rival,rival,rivals 0.694
rival,rivaled,rivalling 0.667
rival,rivaled,rivals 0.667
rival,rivalling,rivals 0.667
rivalri,rivalries,rivalry 0.193
rive,rive,rives 0.000
rivel,rivel,rivell 0.000
river,river,rivers 0.150
rivera,rivera,riveras 0.045
riverbank,riverbank,riverbanks 0.000
riverboat,riverboat,riverboaters 0.000
rivero,rivero,riveros 0.000
riversid,riverside,riversides 0.000
rivet,rivet,riveted 0.667
rivet,rivet,riveting 0.667
rivet,rivet,rivets 0.667
rivet,riveted,riveting 0.667
rivet,riveted,rivets 0.667
rivet,riveting,rivets 0.667
riyadi,riyadi,riyadis 0.500
rk,rk,rks 0.000
rko,rko,rkos 0.125
rl,rl,rls 0.000
rli,rli,rly 0.000
rm,rm,rms 0.040
rna,rna,rnas 0.062
ro,ro,ros 0.000
roach,roach,roachs 0.083
roachi,roachi,roachie 0.000
road,road,roads 0.098
roadi,roadie,roadies 0.250
roadrunn,roadrunner,roadrunners 0.000
roadway,roadway,roadways 0.125
roam,roam,roamed 0.500
roam,roam,roaming 0.500
roam,roamed,roaming 0.500
roan,roan,roane 0.000
roar,roar,roared 0.500
roar,roar,roaring 0.500
roar,roared,roaring 0.500
roast,roast,roasted 0.000
roaster,roaster,roasters 0.333
rob,rob,robbed 0.667
rob,rob,robbing 0.667
rob,rob,robs 0.675
rob,robbed,robbing 0.700
rob,robbed,robs 0.667
rob,robbing,robs 0.667
robb,robb,robbe 0.500
robb,robb,robbs 0.500
robb,robbe,robbs 0.500
robber,robber,robbers 0.000
robberi,robberies,robbery 0.000
robbi,robbie,robby 0.030
robbin,robbin,robbins 0.000
robe,robe,robes 0.000
robert,robert,roberts 0.043
robi,robie,roby 0.000
robin,robin,robins 0.013
robinson,robinson,robinsons 0.020
robl,roble,robles 0.000
robot,robot,robote 0.750
robot,robot,robotic 0.768
robot,robot,robotics 0.771
robot,robot,robots 0.786
robot,robote,robotic 0.750
robot,robote,robotics 0.750
robot,robote,robots 0.750
robot,robotic,robotics 0.769
robot,robotic,robots 0.760
robot,robotics,robots 0.776
robson,robson,robsons 0.077
robust,robust,robustness 0.000
roca,roca,rocas 0.000
roch,roch,roche 0.500
roch,roch,roches 0.500
roch,roche,roches 0.526
rocha,rocha,rochas 0.067
rochel,rochelle,rochelles 0.100
rock,rock,rocke 0.751
rock,rock,rocked 0.751
rock,rock,rocking 0.752
rock,rock,rocks 0.760
rock,rocke,rocked 0.750
rock,rocke,rocking 0.750
rock,rocke,rocks 0.750
rock,rocked,rocking 0.773
rock,rocked,rocks 0.754
rock,rocking,rocks 0.750
rocker,rocker,rockers 0.067
rocket,rocket,rocketed 0.500
rocket,rocket,rockets 0.539
rocket,rocketed,rockets 0.500
rocki,rockies,rocky 0.032
rocko,rocko,rockos 0.500
rocqu,rocque,rocques 0.333
rod,rod,rods 0.075
roda,roda,rodas 0.000
rodent,rodent,rodents 0.176
rodeo,rodeo,rodeos 0.083
roderick,roderick,rodericks 0.125
rodger,rodger,rodgers 0.000
rodney,rodney,rodneys 0.048
rodolph,rodolph,rodolphe 0.000
rodrigo,rodrigo,rodrigos 0.083
rodrigu,rodrigue,rodrigues 0.000
rog,rog,rogs 0.333
roger,roger,rogers 0.072
rogu,rogue,rogues 0.031
roh,roh,rohs 0.200
roja,roja,rojas 0.000
roker,roker,rokers 0.500
rokossovski,rokossovsky,rokossovskys 0.500
roland,roland,rolande 0.000
role,role,roles 0.109
roleplay,roleplayer,roleplaying 0.000
rolf,rolf,rolfe 0.000
roll,roll,rolle 0.833
roll,roll,rolled 0.842
roll,roll,rolles 0.833
roll,roll,rolling 0.844
roll,roll,rollings 0.833
roll,roll,rolls 0.841
roll,rolle,rolled 0.833
roll,rolle,rolles 0.833
roll,rolle,rolling 0.833
roll,rolle,rollings 0.833
roll,rolle,rolls 0.833
roll,rolled,rolles 0.833
roll,rolled,rolling 0.841
roll,rolled,rollings 0.833
roll,rolled,rolls 0.838
roll,rolles,rolling 0.833
roll,rolles,rollings 0.833
roll,rolles,rolls 0.833
roll,rolling,rollings 0.833
roll,rolling,rolls 0.836
roll,rollings,rolls 0.833
roller,roller,rollers 0.056
rollin,rollin,rollins 0.000
rollo,rollo,rollos 0.000
rom,rom,roms 0.138
roma,roma,romae 0.000
romain,romain,romaine 0.500
romain,romain,romains 0.500
romain,romaine,romains 0.500
roman,roman,romane 0.801
roman,roman,romanization 0.800
roman,roman,romanizations 0.801
roman,roman,romanized 0.800
roman,roman,romans 0.814
roman,romane,romanization 0.800
roman,romane,romanizations 0.800
roman,romane,romanized 0.800
roman,romane,romans 0.800
roman,romanization,romanizations 0.800
roman,romanization,romanized 0.800
roman,romanization,romans 0.800
roman,romanizations,romanized 0.800
roman,romanizations,romans 0.800
roman,romanized,romans 0.800
romanc,romance,romancer 0.500
romanc,romance,romances 0.509
romanc,romancer,romances 0.500
romani,romani,romany 0.200
romania,romania,romanias 0.019
romanian,romanian,romanians 0.049
romano,romano,romanos 0.000
romant,romantic,romantically 0.509
romant,romantic,romantics 0.510
romant,romantically,romantics 0.500
romantic,romanticism,romanticized 0.000
romanza,romanza,romanzas 0.333
rome,rome,romes 0.510
rome,rome,roming 0.505
rome,romes,roming 0.500
romer,romer,romers 0.000
ron,ron,rons 0.000
ronan,ronan,ronans 0.000
rond,rond,ronde 0.000
rondel,rondel,rondell 0.000
roni,roni,ronis 0.500
roni,roni,rony 0.500
roni,ronis,rony 0.500
ronn,ronn,ronne 0.000
ronni,ronnie,ronny 0.000
roo,roo,roos 0.000
roof,roof,roofed 0.667
roof,roof,roofing 0.673
roof,roof,roofs 0.677
roof,roofed,roofing 0.667
roof,roofed,roofs 0.667
roof,roofing,roofs 0.667
rooftop,rooftop,rooftops 0.000
rook,rook,rooke 0.500
rook,rook,rooks 0.556
rook,rooke,rooks 0.500
rooki,rookie,rookies 0.103
room,room,rooming 0.500
room,room,rooms 0.546
room,rooming,rooms 0.500
roommat,roommate,roommates 0.125
roosevelt,roosevelt,roosevelts 0.032
roost,roost,roosts 0.500
rooster,rooster,roosters 0.000
root,root,rooted 0.672
root,root,rooting 0.667
root,root,roots 0.682
root,rooted,rooting 0.667
root,rooted,roots 0.667
root,rooting,roots 0.676
rootrick,rootrick,rootricks 0.500
rope,rope,ropes 0.037
roper,roper,ropers 0.000
roqu,roque,roques 0.000
rorchek,rorchek,rorcheks 0.500
rori,rori,roris 0.667
rori,rori,rory 0.667
rori,rori,rorys 0.667
rori,roris,rory 0.667
rori,roris,rorys 0.667
rori,rory,rorys 0.667
rork,rorke,rorkes 0.000
rosa,rosa,rosas 0.053
rosco,rosco,roscoe 0.000
rose,rose,roses 0.057
rosemari,rosemary,rosemarys 0.000
rosen,rosen,rosens 0.067
rosenberg,rosenberg,rosenberger 0.500
rosenberg,rosenberg,rosenbergs 0.556
rosenberg,rosenberger,rosenbergs 0.500
rosi,rosie,rosies 0.550
rosi,rosie,rosy 0.500
rosi,rosies,rosy 0.500
rossetti,rossetti,rossettis 0.000
rostgaard,rostgaard,rostgaards 0.500
rot,rot,rots 0.500
rot,rot,rotting 0.500
rot,rots,rotting 0.500
rotan,rotan,rotane 0.000
rotaru,rotaru,rotarus 0.500
rotat,rotate,rotated 0.875
rotat,rotate,rotates 0.875
rotat,rotate,rotating 0.884
rotat,rotate,rotation 0.881
rotat,rotate,rotational 0.875
rotat,rotate,rotations 0.875
rotat,rotate,rotator 0.875
rotat,rotate,rotators 0.875
rotat,rotated,rotates 0.885
rotat,rotated,rotating 0.888
rotat,rotated,rotation 0.884
rotat,rotated,rotational 0.882
rotat,rotated,rotations 0.885
rotat,rotated,rotator 0.875
rotat,rotated,rotators 0.875
rotat,rotates,rotating 0.885
rotat,rotates,rotation 0.882
rotat,rotates,rotational 0.896
rotat,rotates,rotations 0.893
rotat,rotates,rotator 0.875
rotat,rotates,rotators 0.875
rotat,rotating,rotation 0.892
rotat,rotating,rotational 0.884
rotat,rotating,rotations 0.880
rotat,rotating,rotator 0.875
rotat,rotating,rotators 0.875
rotat,rotation,rotational 0.884
rotat,rotation,rotations 0.878
rotat,rotation,rotator 0.875
rotat,rotation,rotators 0.879
rotat,rotational,rotations 0.886
rotat,rotational,rotator 0.875
rotat,rotational,rotators 0.875
rotat,rotations,rotator 0.875
rotat,rotations,rotators 0.875
rotat,rotator,rotators 0.875
roth,roth,rothe 0.667
roth,roth,rothes 0.667
roth,roth,roths 0.667
roth,rothe,rothes 0.667
roth,rothe,roths 0.667
roth,rothes,roths 0.667
rothenberg,rothenberg,rothenbergs 0.333
rothman,rothman,rothmans 0.250
rothstein,rothstein,rothsteins 0.200
rotor,rotor,rotors 0.000
rotorua,rotorua,rotoruas 0.333
rotten,rotten,rottens 0.040
rottweil,rottweil,rottweilers 0.000
roug,rouge,rouges 0.042
rougeri,rougerie,rougeries 0.000
rough,rough,roughing 0.000
round,round,rounded 0.673
round,round,rounding 0.667
round,round,rounds 0.698
round,rounded,rounding 0.667
round,rounded,rounds 0.667
round,rounding,rounds 0.673
roundabout,roundabout,roundabouts 0.250
rounder,rounder,rounders 0.000
roundup,roundup,roundups 0.000
roundworm,roundworm,roundworms 0.000
rous,rouse,roused 0.500
rous,rouse,rousing 0.500
rous,roused,rousing 0.500
roussel,roussel,roussell 0.000
rout,rout,route 0.750
rout,rout,routed 0.750
rout,rout,routes 0.753
rout,rout,routing 0.750
rout,route,routed 0.756
rout,route,routes 0.799
rout,route,routing 0.761
rout,routed,routes 0.755
rout,routed,routing 0.789
rout,routes,routing 0.763
router,router,routers 0.200
routin,routine,routineers 0.667
routin,routine,routinely 0.678
routin,routine,routines 0.681
routin,routineers,routinely 0.667
routin,routineers,routines 0.667
routin,routinely,routines 0.667
rove,rove,roves 0.500
rove,rove,roving 0.500
rove,roves,roving 0.500
rover,rover,rovere 0.500
rover,rover,rovers 0.500
rover,rovere,rovers 0.500
rovin,rovin,rovine 0.000
row,row,rowe 0.803
row,row,rowed 0.800
row,row,rowes 0.800
row,row,rowing 0.805
row,row,rows 0.809
row,rowe,rowed 0.800
row,rowe,rowes 0.800
row,rowe,rowing 0.800
row,rowe,rows 0.800
row,rowed,rowes 0.800
row,rowed,rowing 0.822
row,rowed,rows 0.800
row,rowes,rowing 0.800
row,rowes,rows 0.800
row,rowing,rows 0.800
rowdi,rowdies,rowdy 0.000
rower,rower,rowers 0.286
rowland,rowland,rowlands 0.077
roxann,roxann,roxanne 0.000
roxburgh,roxburgh,roxburghe 0.000
roy,roy,roye 0.500
roy,roy,roys 0.505
roy,roye,roys 0.500
royal,royal,royale 0.667
royal,royal,royall 0.668
royal,royal,royals 0.669
royal,royale,royall 0.667
royal,royale,royals 0.667
royal,royall,royals 0.667
royalist,royalist,royaliste 0.500
royalist,royalist,royalists 0.500
royalist,royaliste,royalists 0.500
royalti,royalties,royalty 0.040
roz,roz,rozs 0.500
